Peer24
Blk0, -1, 0.00000, NO_PARENT
Blk48, 1, 177.02935, Blk17
Blk48, 1, 259.97451, Blk17
Blk48, 1, 2239.02638, Blk17
Blk48, -1, 2253.86277, NO_PARENT
Blk49, 2, 142.59583, Blk25
Blk49, 2, 251.68973, Blk25
Blk49, 2, 2181.48947, Blk25
Blk49, -1, 2204.59286, NO_PARENT
Blk50, 0, 89.06676, Blk0
Blk50, 0, 231.28093, Blk0
Blk50, 0, 2160.58227, Blk0
Blk50, 0, 2205.19047, Blk0
Blk50, 0, 2253.35906, Blk0
Blk51, 6, 97.06474, Blk40
Blk51, 6, 239.27891, Blk40
Blk51, 6, 2168.58025, Blk40
Blk51, 6, 2213.18845, Blk40
Blk51, -1, 2261.35704, NO_PARENT
Blk52, 3, 213.21225, Blk42
Blk52, 3, 358.00176, Blk42
Blk52, 3, 2287.80150, Blk42
Blk52, 3, 2331.91131, Blk42
Blk52, -1, 2360.93121, NO_PARENT
Blk53, 1, 92.61994, Blk30
Blk53, 1, 2219.95300, Blk30
Blk53, -1, 2264.56120, NO_PARENT
Blk54, 2, 183.17670, Blk48
Blk54, 2, 266.12186, Blk48
Blk54, 2, 2245.17373, Blk48
Blk54, -1, 2260.01012, NO_PARENT
Blk55, 3, 150.85977, Blk49
Blk55, 3, 259.95367, Blk49
Blk55, -1, 2189.75341, NO_PARENT
Blk56, 2, 142.43974, Blk47
Blk56, 2, 225.38491, Blk47
Blk56, 2, 2204.43677, Blk47
Blk56, -1, 2238.08449, NO_PARENT
Blk57, 0, 56.44651, Blk0
Blk58, 0, 350.62055, Blk0
Blk58, 0, 466.68035, Blk0
Blk58, 0, 2120.78837, Blk0
Blk58, 0, 2398.56873, Blk0
Blk58, 0, 2442.67854, Blk0
Blk59, 7, 105.13499, Blk51
Blk59, 7, 247.34916, Blk51
Blk59, 7, 2176.65050, Blk51
Blk59, -1, 2221.25870, NO_PARENT
Blk60, 4, 152.93917, Blk55
Blk60, 4, 262.03307, Blk55
Blk60, -1, 2191.83281, NO_PARENT
Blk61, 1, 352.77883, Blk58
Blk61, 1, 468.83862, Blk58
Blk61, 1, 2122.94664, Blk58
Blk61, 1, 2400.72700, Blk58
Blk61, -1, 2444.83681, NO_PARENT
Blk62, 3, 189.77753, Blk54
Blk63, 1, 737.79912, Blk28
Blk63, 1, 820.74428, Blk28
Blk63, 1, 2799.79615, Blk28
Blk63, -1, 2814.63254, NO_PARENT
Blk64, 4, 233.69002, Blk26
Blk64, 4, 316.63518, Blk26
Blk64, -1, 2295.68705, NO_PARENT
Blk65, 5, 157.45806, Blk60
Blk65, 5, 266.55196, Blk60
Blk65, -1, 2196.35169, NO_PARENT
Blk66, 5, 235.12720, Blk64
Blk66, 5, 318.07237, Blk64
Blk66, -1, 2297.12423, NO_PARENT
Blk67, 4, 263.17745, Blk43
Blk67, 4, 2225.49982, Blk43
Blk67, -1, 2244.91515, NO_PARENT
Blk68, 3, 150.18553, Blk56
Blk68, 3, 233.13069, Blk56
Blk68, -1, 2212.18256, NO_PARENT
Blk69, 2, 138.51327, Blk7
Blk70, 6, 159.19523, Blk65
Blk70, 6, 268.28913, Blk65
Blk70, -1, 2198.08886, NO_PARENT
Blk71, 1, 150.17428, Blk14
Blk71, 1, 2145.47047, Blk14
Blk71, -1, 2212.17131, NO_PARENT
Blk72, 0, 279.07399, Blk0
Blk72, 0, 362.01915, Blk0
Blk72, 0, 2160.88632, Blk0
Blk72, 0, 2334.12373, Blk0
Blk72, 0, 2377.91210, Blk0
Blk73, 5, 264.51644, Blk67
Blk73, 5, 2226.83880, Blk67
Blk73, -1, 2246.25413, NO_PARENT
Blk74, 6, 264.72089, Blk73
Blk74, 6, 2227.04325, Blk73
Blk74, -1, 2246.45858, NO_PARENT
Blk75, 0, 185.74865, Blk0
Blk75, 0, 238.18500, Blk0
Blk75, 0, 2167.48634, Blk0
Blk75, 0, 2212.09454, Blk0
Blk75, 0, 2278.79538, Blk0
Blk76, 4, 227.75097, Blk52
Blk76, 4, 372.54048, Blk52
Blk76, 4, 2302.34021, Blk52
Blk76, -1, 2346.45002, NO_PARENT
Blk77, 8, 115.54960, Blk59
Blk77, 8, 257.76377, Blk59
Blk77, 8, 2187.06511, Blk59
Blk77, -1, 2231.67331, NO_PARENT
Blk78, 1, 68.01359, Blk57
Blk79, 4, 157.18999, Blk68
Blk79, 4, 240.13515, Blk68
Blk79, -1, 2219.18702, NO_PARENT
Blk80, 5, 233.31512, Blk76
Blk80, 5, 378.10463, Blk76
Blk80, 5, 2307.90436, Blk76
Blk80, -1, 2352.01417, NO_PARENT
Blk81, 6, 245.34433, Blk66
Blk81, 6, 328.28949, Blk66
Blk81, -1, 2307.34136, NO_PARENT
Blk82, 2, 149.24262, Blk7
Blk82, -1, 2253.33294, NO_PARENT
Blk83, 7, 171.74891, Blk70
Blk83, 7, 280.84282, Blk70
Blk83, -1, 2210.64255, NO_PARENT
Blk84, 6, 239.03985, Blk80
Blk84, 6, 383.82936, Blk80
Blk84, -1, 2313.62910, NO_PARENT
Blk85, 2, 171.56672, Blk29
Blk85, 2, 277.05309, Blk29
Blk85, -1, 2206.85283, NO_PARENT
Blk86, 1, 292.42559, Blk72
Blk86, 1, 375.37075, Blk72
Blk86, 1, 2174.23793, Blk72
Blk86, 1, 2347.47534, Blk72
Blk86, -1, 2391.26370, NO_PARENT
Blk87, 3, 208.12486, Blk54
Blk87, 3, 291.07003, Blk54
Blk87, -1, 2270.12189, NO_PARENT
Blk88, 1, 125.19896, Blk5
Blk88, -1, 2252.53202, NO_PARENT
Blk89, 2, 165.07016, Blk71
Blk89, 2, 2160.36635, Blk71
Blk89, -1, 2227.06719, NO_PARENT
Blk90, 7, 280.76314, Blk74
Blk90, -1, 2243.08551, NO_PARENT
Blk91, 1, 201.96003, Blk75
Blk91, 1, 254.39638, Blk75
Blk91, 1, 2183.69772, Blk75
Blk91, 1, 2228.30592, Blk75
Blk91, -1, 2295.00676, NO_PARENT
Blk92, 2, 191.90793, Blk35
Blk92, 2, 334.12210, Blk35
Blk92, 2, 2263.42344, Blk35
Blk92, -1, 2308.03164, NO_PARENT
Blk93, 7, 255.77309, Blk81
Blk93, 7, 338.71825, Blk81
Blk93, -1, 2317.77012, NO_PARENT
Blk94, 5, 171.01553, Blk79
Blk94, 5, 253.96069, Blk79
Blk94, -1, 2233.01256, NO_PARENT
Blk95, 2, 299.59394, Blk86
Blk95, 2, 382.53910, Blk86
Blk95, 2, 2181.40627, Blk86
Blk95, 2, 2354.64368, Blk86
Blk95, -1, 2398.43205, NO_PARENT
Blk96, 1, 241.47206, Blk2
Blk96, 1, 346.95843, Blk2
Blk96, -1, 2276.75817, NO_PARENT
Blk97, 6, 174.09105, Blk94
Blk97, 6, 257.03621, Blk94
Blk97, -1, 2236.08808, NO_PARENT
Blk98, 3, 303.65139, Blk95
Blk98, 3, 386.59656, Blk95
Blk98, 3, 2185.46373, Blk95
Blk98, 3, 2358.70114, Blk95
Blk98, -1, 2402.48950, NO_PARENT
Blk99, 2, 766.29594, Blk63
Blk99, 2, 849.24110, Blk63
Blk99, -1, 2828.29297, NO_PARENT
Blk100, 0, 173.62272, Blk0
Blk100, 0, 265.74115, Blk0
Blk100, 0, 2195.04250, Blk0
Blk100, 0, 2239.65070, Blk0
Blk100, 0, 2287.81928, Blk0

